beta,bkzrho,bkzdelta,procrastbkzrho,procrastbkzdelta
26,-0.05974030565036015,1.0150471619732786,-0.0593891781263402,1.0149580631347808
27,-0.05908725655139396,1.0148814565917317,-0.05880395825762941,1.0148095805907988
28,-0.05890977751075439,1.0148364275438835,-0.058667651134159726,1.0147749997363043
29,-0.05866126819495483,1.0147733804258139,-0.05841396361390051,1.0147106428388175
30,-0.05780403276252261,1.0145559288031532,-0.057472595725363666,1.0144718669330846
31,-0.05714687558979839,1.014389261817893,-0.056742783861469255,1.014286790416459
32,-0.057950200499865816,1.0145930033166666,-0.05768165643235122,1.0145248898701291
33,-0.056643563384344654,1.0142616312236772,-0.05622158062056702,1.014154636635926
34,-0.056867397071315356,1.0143183892918257,-0.05652047707367654,1.0142304212733095
35,-0.056079809550442165,1.0141186928258767,-0.05563619839772336,1.0140062304716069
36,-0.0555993264890838,1.013996883428415,-0.05511706868561517,1.0138746388203084
37,-0.055123254797356316,1.0138762068069727,-0.05459266762811246,1.013741728299608
38,-0.054450303967996654,1.013705648945947,-0.05382895356243039,1.0135481945715317
39,-0.05471511634726439,1.0137727616186496,-0.054196813180624415,1.0136414097206963
40,-0.05440998406428546,1.013695430868907,-0.053908354584058946,1.0135683139617484
41,-0.05420360856676291,1.0136431317433552,-0.05370865251838902,1.013517712303417
42,-0.052715420155076416,1.0132660788978525,-0.051945631702580465,1.0130710975285446
43,-0.052988076556725563,1.013335149622644,-0.0523545680281818,1.013174673215986
44,-0.052517847641923535,1.0132160317524301,-0.05185903254103806,1.0130491649890558
45,-0.0511493816481379,1.0128694531199915,-0.050225548320603525,1.0126355494927188
46,-0.05036907169371757,1.0126718843620273,-0.04932825761702087,1.0124084178528905
47,-0.05011559095131007,1.0126077131900524,-0.04910289038175444,1.0123513785382316
48,-0.04986117495329564,1.0125433093377585,-0.048891599699126355,1.012297904847098
49,-0.04960607016785128,1.0124787352360052,-0.048665553325844664,1.0122406998959668
50,-0.049350512089765236,1.0124140505224448,-0.04842518132583184,1.012179873143234
51,-0.049094723806078426,1.0123493116793056,-0.04819034651782328,1.0121204511210011
52,-0.048838915166415246,1.0122845718243834,-0.047957329218671074,1.0120614924448326
53,-0.048583282403672386,1.01221988061611,-0.04773884185696005,1.0120062132932273
54,-0.048328008086735263,1.0121552842427028,-0.04749540244513121,1.0119446246180523
55,-0.048073261314559225,1.012090825472407,-0.04725039670342149,1.0118826434554584
56,-0.047819198082231916,1.0120265437472495,-0.047004538994606486,1.0118204505797255
57,-0.04756596176604944,1.0119624753068734,-0.046772488560651575,1.011761753938654
58,-0.047313683687313264,1.0118986533322494,-0.046523563575587165,1.0116987927028804
59,-0.04706248372432827,1.0118351081015249,-0.046274352997880124,1.0116357631562058
60,-0.04681247094966286,1.011771867152206,-0.04602519827792379,1.011572751662361
61,-0.04656374427556435,1.011708955445338,-0.045776534278382304,1.0115098681854244
62,-0.04631639309494043,1.011646395528497,-0.04554363897991619,1.011450975926744
63,-0.04607049790879686,1.011584207695293,-0.04529662207794939,1.01138851648369
64,-0.04582613093369567,1.0115224101397486,-0.04505076607330708,1.0113263544091236
65,-0.04558335668485035,1.01146101910446,-0.04480603343100444,1.0112644801592379
66,-0.045342232532042046,1.0114000490218158,-0.04457570460286022,1.011206250995071
67,-0.045102809226727054,1.011339512647878,-0.04433367458903771,1.0111450672804
68,-0.04486513139959975,1.011279421188733,-0.04409284024654834,1.0110841894987412
69,-0.044629238028543225,1.011219784419304,-0.04385362207984678,1.0110237238802702
70,-0.04439516287738529,1.0111606107947324,-0.04361603471208832,1.0109636740473487
71,-0.04416293490623073,1.0111019075545267,-0.04339113958200472,1.010906835443458
72,-0.043932578654387086,1.0110436808197403,-0.043157007864606634,1.0108476658367822
73,-0.04370411459705951,1.010985935683478,-0.042924791809480584,1.0107889837758397
74,-0.043477559477100636,1.0109286762950604,-0.04269456419036958,1.0107308075647876
75,-0.04325292661314816,1.0108719059381843,-0.04247618073529044,1.0106756273496293
76,-0.043030226185503895,1.0108156271034274,-0.042249634611057484,1.010618387809011
77,-0.04280946550110397,1.0107598415554382,-0.04202495290623461,1.010561622537716
78,-0.042590649238897535,1.0107045503951482,-0.041802285865059706,1.0105053694118413
79,-0.042373779676915094,1.010649754117333,-0.04158176839934356,1.0104496624266122
80,-0.04215885690225348,1.0105954526638319,-0.0413714901762208,1.0103965449329133
81,-0.04194587900515349,1.0105416454727305,-0.04115472826829598,1.0103417925457456
82,-0.041734842258280794,1.0104883315237831,-0.040940007821402245,1.0102875587410942
83,-0.0415257412822632,1.0104355093803465,-0.04072719161092543,1.010233808778529
84,-0.04131856919847306,1.0103831772280747,-0.040523898195440756,1.0101824666128745
85,-0.04111331776998187,1.0103313329106138,-0.04031496743669917,1.0101297034435635
86,-0.04090997753156032,1.0102799739625128,-0.040108063431123636,1.0100774548244327
87,-0.040708537909526034,1.010229097639561,-0.03990319907394794,1.010025723932051
88,-0.04050898733220676,1.010178700946743,-0.03970759984141437,1.0099763350755036
89,-0.0403113133317094,1.0101287806639874,-0.039506512557936996,1.0099255630023174
90,-0.040115502637657785,1.01007933336988,-0.039307413179109615,1.0098752953652959
91,-0.03992154126350198,1.0100303554634908,-0.039110301814677194,1.0098255321170746
92,-0.039729414585961506,1.0099818431844605,-0.03891516721040003,1.0097762703422692
93,-0.039539107418123956,1.009933792631479,-0.03872898543209338,1.0097292709506556
94,-0.03935060407668287,1.009886199779278,-0.038537518348990864,1.0096809396278388
95,-0.03916388844375958,1.0098390604942487,-0.03834796113446347,1.009633092684945
96,-0.03897894402372391,1.0097923705487946,-0.038160312860051594,1.009585729818991
97,-0.038795753995395,1.0097461256345117,-0.037981554968970474,1.0095406129731406
98,-0.038614301259975226,1.0097003213742892,-0.03779747667380377,1.009494155413393
99,-0.03843456848504559,1.0096549533334103,-0.037615226948310716,1.0094481614530213
100,-0.03825653814492076,1.0096100170297333,-0.03743479132400627,1.0094026273777217
101,-0.03808019255764727,1.0095655079430204,-0.03725614867577193,1.0093575477947487
102,-0.03790551391889717,1.009521421523483,-0.03708615171309132,1.0093146517769334
103,-0.037732484332999416,1.0094777531995984,-0.03691092092775547,1.0092704369956438
104,-0.03756108584132546,1.009434498385262,-0.03673741367314321,1.0092266590094543
105,-0.0373913004482344,1.0093916524863173,-0.03656563058905274,1.0091833179231113
106,-0.03722311014476511,1.0093492109065187,-0.0364024455560789,1.0091421478596565
107,-0.03705649693024402,1.009307169052965,-0.03623391124134971,1.0090996299852892
108,-0.03689144283197666,1.0092655223410503,-0.03606706066569952,1.009057538649628
109,-0.03672792992316265,1.0092242661989639,-0.0359018473977388,1.0090158620869438
110,-0.03656594033917598,1.0091833960717786,-0.03573827528936481,1.0089746012176044
111,-0.03640545629233491,1.0091429074251552,-0.03558297939576964,1.008935429574931
112,-0.036246460085276946,1.0091027957486962,-0.03542247837318324,1.008894946595089
113,-0.03608893412304968,1.0090630565589738,-0.03526353658462008,1.0088548584997323
114,-0.03593286092401315,1.00902368540226,-0.035106145186351884,1.0088151630114963
115,-0.035778223129649504,1.008984677856977,-0.03495694450466214,1.0087775347357661
116,-0.035625003513361814,1.0089460295358965,-0.034802453775936666,1.008738573794043
117,-0.03547318498834397,1.0089077360881014,-0.034649478419559156,1.0086999964960155
118,-0.03532275061459067,1.0088697932007318,-0.034497964523202584,1.008661789202956
119,-0.03517368360511786,1.0088321966005327,-0.03434791758871951,1.0086239532602563
120,-0.035025967331454654,1.0087949420552165,-0.03420577316124699,1.0085881113285087
121,-0.034879585328462914,1.0087580253746564,-0.034058470161375455,1.0085509699987831
122,-0.034734521298540884,1.008721442411925,-0.03391253495028004,1.008514174895323
123,-0.034590759115256414,1.00868518906419,-0.033767972448636455,1.0084777272209313
124,-0.034448282826457614,1.0086492612734748,-0.03363128054194672,1.008443265123924
125,-0.03430707665690294,1.0086136550273042,-0.03348932970118391,1.0084074784165853
126,-0.034167125010447996,1.0085783663592316,-0.03334870434737711,1.0083720271251493
127,-0.03402841247182756,1.0085433913492703,-0.03320939189386809,1.0083369080414315
128,-0.033890923808063675,1.0085087261242272,-0.03307781090899083,1.0083037390961227
129,-0.033754643969532726,1.0084743668579514,-0.03294099209307617,1.0082692509550382
130,-0.03361955809071833,1.0084403097715064,-0.032805425295364336,1.0082350795757087
131,-0.03348565149067803,1.0084065511332663,-0.03267109250987459,1.0082012203875947
132,-0.03335290967324682,1.0083730872589496,-0.0325379849330297,1.0081676711404506
133,-0.03322131832700166,1.008339914511591,-0.03241242398834721,1.0081360250158462
134,-0.033090863325005826,1.0083070293014589,-0.032281637077773276,1.00810306280569
135,-0.0329615307243541,1.008274428085923,-0.03215202372688406,1.0080703974309233
136,-0.0328333067655372,1.0082421073692762,-0.03202359171220463,1.0080380308225194
137,-0.03270617787163978,1.0082100637025158,-0.03190258946774171,1.0080075375676825
138,-0.03258013064738846,1.0081782936830859,-0.031776362281307056,1.007975728580737
139,-0.03245515187806589,1.0081467939545874,-0.03165125065948918,1.007944201704248
140,-0.03233122852829982,1.0081155612064576,-0.03152725135589306,1.0079129560937858
141,-0.03220834774074439,1.0080845921736206,-0.031404343371727435,1.0078819864321786
142,-0.03208649683465938,1.0080538836361141,-0.03128868328001183,1.0078528439227616
143,-0.0319656633044028,1.0080234324186952,-0.031167826680856006,1.0078223929659973
144,-0.031845834817843005,1.0079932353904246,-0.031048034923290908,1.0077922112139985
145,-0.031726999214700055,1.0079632894642343,-0.03092929505195246,1.007762295378652
146,-0.031609144504825895,1.0079335915964796,-0.030817693705661432,1.0077341788636576
147,-0.031492258866427744,1.0079041387864789,-0.03070090307525631,1.0077047558156942
148,-0.03137633064424609,1.0078749280760393,-0.030585106743202292,1.0076755841093141
149,-0.03126134834768834,1.0078459565489746,-0.03047030833019169,1.0076466646348334
150,-0.0311473006489289,1.0078172213306127,-0.030356496426395464,1.0076179944963968
151,-0.03103417638097857,1.0077887195872968,-0.03024963899230099,1.0075910769875807
152,-0.03092196453572788,1.0077604485258802,-0.030137658689073015,1.007562869793831
153,-0.030810654261971368,1.0077324053932164,-0.030026628897172163,1.0075349028080387
154,-0.03070023486341361,1.0077045874756454,-0.029916517076913278,1.0075071678142538
155,-0.030590695796664562,1.0076769920984758,-0.029813294907708208,1.0074811688808756
156,-0.030482026669225126,1.007649616625468,-0.029704928732587135,1.007453875030399
157,-0.03037421723746707,1.007622458458313,-0.029597467606543054,1.0074268098619952
158,-0.030267257404610275,1.0075955150361129,-0.0294909024398582,1.007399971068028
159,-0.03016113721870101,1.0075687838348601,-0.029385200493725946,1.007373350385393
160,-0.030055846870591388,1.00754226236692,-0.0292862154082169,1.0073484219595301
161,-0.029951376691925123,1.0075159481805116,-0.029182153490516786,1.007322215648271
162,-0.02984771715312954,1.0074898388591937,-0.029078945095323657,1.0072962249562498
163,-0.0297448588614164,1.007463932021351,-0.028976574503993015,1.00727044590858
164,-0.029642792558794543,1.0074382253196843,-0.02888082561118021,1.007246334939666
165,-0.029541509120092797,1.007412716440704,-0.028780017129941368,1.0072209505162235
166,-0.029440999550998957,1.0073874031042271,-0.028680008508677853,1.0071957681363894
167,-0.029341254986111197,1.007362283062878,-0.02858079377898449,1.0071707862822408
168,-0.029242266687007697,1.007337354101593,-0.02848814313304553,1.0071474577964368
169,-0.029144026040332043,1.0073126140371325,-0.028390429827037236,1.0071228551700038
170,-0.02904652455589736,1.0072880607175922,-0.028293480753485405,1.0070984455588756
171,-0.028949753864808695,1.0072636920219251,-0.028197276734999704,1.0070742241207833
172,-0.028853705717605822,1.007239505859465,-0.02810183055656419,1.0070501940609584
173,-0.028758371982425573,1.0072155001694565,-0.028012805524865653,1.0070277811415111
174,-0.028663744643184986,1.0071916729205905,-0.027918771626033383,1.0070041077326517
175,-0.028569815797786884,1.0071680221105452,-0.027825445478721504,1.0069806130533108
176,-0.028476577656344742,1.0071445457655324,-0.027732843172305965,1.0069573011413329
177,-0.028384022539432684,1.0071212419398492,-0.027646600155382155,1.0069355906164903
178,-0.028292142876354915,1.0070981087154374,-0.027555341993903144,1.0069126181058632
179,-0.0282009312034403,1.007075144201446,-0.02746477202769787,1.006889819353526
180,-0.02811038016235732,1.007052346533802,-0.027374885938174314,1.0068671932606377
181,-0.028020482498454093,1.0070297138747855,-0.027285681026623498,1.0068447391362862
182,-0.02793123105912009,1.0070072444126115,-0.027202683584748345,1.0068238479685978
183,-0.027842618792171307,1.006984936361018,-0.027114741353476326,1.0068017126280056
184,-0.02775463874425882,1.006962787958859,-0.027027451137735723,1.0067797418830595
185,-0.02766728405930028,1.0069407974697047,-0.02694081462995862,1.0067579361489725
186,-0.027580547976934294,1.0069189631814464,-0.026860313478379156,1.0067376750595478
187,-0.02749442383099835,1.0068972834059084,-0.02677488762920539,1.0067161749339353
188,-0.027408905048029765,1.006875756478466,-0.026690079857115624,1.0066948308212236
189,-0.027323985145788193,1.0068543807576675,-0.026605892538444743,1.0066736433095578
190,-0.027239657731802955,1.0068331546248641,-0.026522299293652078,1.0066526057503102
191,-0.027155916501941206,1.006812076483845,-0.02644475075095244,1.0066330898288447
192,-0.027072755238999432,1.006791144760478,-0.026362318503077853,1.006612345285503
193,-0.026990167811317235,1.0067703579023557,-0.026280475377169744,1.0065917494209784
194,-0.02690814817141256,1.0067497143784478,-0.026199207000908553,1.0065712986094713
195,-0.026826690354639412,1.0067292126787588,-0.026123920330038176,1.0065523534372454
196,-0.026745788477866777,1.0067088513139917,-0.026043754766061505,1.006532180930117
197,-0.0266654367381797,1.0066886288152161,-0.025964155376687788,1.0065121512926645
198,-0.026585629411600437,1.0066685437335432,-0.025885112237926552,1.0064922620192691
199,-0.02650636085183189,1.0066485946398043,-0.025806629184916254,1.006472514066616
200,-0.026427625489020164,1.006628780124237,-0.025733992463816236,1.0064542375167354
201,-0.02634941782853976,1.006609098796175,-0.025656547972270956,1.0064347516211982
202,-0.02627173244979657,1.006589549283743,-0.025579637490004085,1.0064154004617079
203,-0.026194564005052812,1.0065701302335575,-0.025503253639469738,1.0063961821743233
204,-0.02611790721827048,1.0065508403104322,-0.02543267173589284,1.0063784239914269
205,-0.026041756883974313,1.006531678197089,-0.02535728390331835,1.006359456998129
206,-0.02596610786613492,1.0065126425938729,-0.025282418270751207,1.0063406217400592
207,-0.025890955097069394,1.0064937322184717,-0.025208049248156842,1.006321911771881
208,-0.02581629357636156,1.0064749458056423,-0.025139429483912696,1.0063046485268716
209,-0.025742118369799945,1.0064562821069398,-0.025066024411391555,1.0062861817298907
210,-0.02566842460833424,1.0064377398904512,-0.024993106285364403,1.0062678377714374
211,-0.025595207487049486,1.0064193179405352,-0.02492067375945077,1.0062496163061074
212,-0.025522462264157227,1.006401015057565,-0.024848723511063178,1.0062315164914355
213,-0.025450184260004862,1.006382830057676,-0.024782432445691706,1.006214840589809
214,-0.025378368856101154,1.0063647617725187,-0.024711390096210897,1.006196969781918
215,-0.025307011494159006,1.0063468090490135,-0.024640815242739495,1.0061792168876056
216,-0.025236107675153874,1.0063289707491132,-0.024570702366115634,1.0061615805123494
217,-0.025165652958399655,1.006311245749566,-0.024506197910927768,1.00614535516703
218,-0.02509564296063929,1.0062936329416852,-0.02443696269350559,1.0061279401446412
219,-0.0250260733551512,1.0062761312311217,-0.024368173383339416,1.0061106375816853
220,-0.024956939870871987,1.006258739537641,-0.024299826106665923,1.0060934464980285
221,-0.024888238291533048,1.006241456794903,-0.024231913977600383,1.006076365156035
222,-0.024819964454812816,1.006224281950247,-0.024169534761681002,1.0060606757146688
223,-0.024752114251503487,1.0062072139644793,-0.024102463126787595,1.006043806322521
224,-0.024684683624692175,1.0061902518116659,-0.024035808818916114,1.006027042173797
225,-0.02461766856895533,1.0061733944789264,-0.023969571587138326,1.0060103832001361
226,-0.024551065129568877,1.0061566409662341,-0.023908838035499223,1.0059951086702066
227,-0.02448486940172989,1.0061399902862178,-0.023843401306314856,1.0059786515474478
228,-0.024419077529793217,1.0061234414639675,-0.023778380319119927,1.0059622992490982
229,-0.024353685706520273,1.006106993536844,-0.023713760411131747,1.005946048082563
230,-0.024288690172341674,1.0060906455542913,-0.023649538826793555,1.0059298973499748
231,-0.02422408721463146,1.0060743965776513,-0.023590744588163414,1.0059151117380312
232,-0.024159873166994788,1.006058245679984,-0.023527289218484772,1.0058991541857853
233,-0.024096044408567514,1.0060421919458888,-0.023464224188972434,1.005883295045844
234,-0.024032597363327447,1.0060262344713296,-0.023401537133982964,1.0058675312040106
235,-0.023969528499418226,1.0060103723634628,-0.023344244680774562,1.0058531241525714
236,-0.02390683432848386,1.0059946047404686,-0.023282294618409895,1.0058375461072617
237,-0.023844511405015405,1.005978930731385,-0.023220721523537227,1.005822063093766
238,-0.023782556325708543,1.005963349475944,-0.0231595117130834,1.0058066716670715
239,-0.023720965728832002,1.0059478601244114,-0.023098672136073965,1.0057913735702986
240,-0.02365973629360727,1.0059324618374301,-0.023043164457014903,1.005777416380949
241,-0.023598864739598165,1.0059171537858633,-0.02298302861863861,1.005762295677573
242,-0.023538347826111482,1.0059019351506442,-0.022923243657949312,1.0057472634250835
243,-0.023478182351607608,1.0058868051226244,-0.0228638133357271,1.0057323205651063
244,-0.02341836515312093,1.0058717629024283,-0.02280968150205383,1.005718710123527
245,-0.02335889310569038,1.0058568077003076,-0.02275093033074071,1.0057039384439512
246,-0.02329976312179994,1.0058419387359994,-0.022692518189379247,1.0056892522210281
247,-0.023240972150827564,1.0058271552385858,-0.02263444267956413,1.0056746508480165
248,-0.023182517178504565,1.005812456446358,-0.022581641094103412,1.0056613756316302
249,-0.023124395226383786,1.0057978416066795,-0.02252422392397916,1.0056469401776629
250,-0.023066603351316408,1.0057833099758549,-0.022467128857727198,1.005632585910439
251,-0.023009138644937994,1.0057688608189976,-0.02241036323831803,1.0056183146725444
252,-0.02295199823316277,1.0057544934099034,-0.022353917051631783,1.00560412394289
253,-0.022895179275687013,1.0057402070309227,-0.02230270801557704,1.0055912500208377
254,-0.022838678965500295,1.0057260009728377,-0.022246886304507232,1.0055772166627055
255,-0.022782494528404723,1.0057118745347393,-0.022191384198564885,1.005563263846204
256,-0.02272662322254302,1.0056978270239085,-0.022136185901727543,1.0055493875970656
257,-0.022671062337933704,1.005683857755697,-0.02208620229367431,1.0055368224289554
258,-0.022615809196014438,1.0056699660534125,-0.022031609552713237,1.0055230987697887
259,-0.022560861149192642,1.0056561512482045,-0.021977322095897877,1.0055094520394443
260,-0.022506215580404085,1.005642412678951,-0.021923327353882034,1.005495879075189
261,-0.022451869902678463,1.00562874969215,-0.02186962891935784,1.0054823807771371
262,-0.02239782155871189,1.00561516164181,-0.021821118468484262,1.00547018675017
263,-0.02234406802044713,1.0056016478893441,-0.021767999822587678,1.0054568345351245
264,-0.02229060678866035,1.0055882078034641,-0.021715172172996622,1.0054435556424777
265,-0.022237435392554593,1.0055748407600782,-0.0216626240134742,1.0054303471771497
266,-0.02218455138936018,1.0055615461421896,-0.02161524898838073,1.005418439175686
267,-0.022131952363941443,1.0055483233397968,-0.021563261795259345,1.0054053720399603
268,-0.02207963592841048,1.0055351717497947,-0.021511549985032005,1.0053923742910273
269,-0.02202759972174598,1.005522090775879,-0.021460111106121206,1.0053794453100093
270,-0.02197584140941987,1.005509079828451,-0.021408940952632523,1.005366584037141
271,-0.021924358683028656,1.005496138324524,-0.02136294107935391,1.0053550224197543
272,-0.021873149259932025,1.0054832656876318,-0.021312311562957344,1.0053422973406394
273,-0.021822210882895557,1.005470461347738,-0.021261941731594965,1.005329637689853
274,-0.021771541319741308,1.0054577247411478,-0.021211829006881112,1.0053170428169036
275,-0.021721138363002896,1.0054450553104195,-0.02116688825110493,1.0053057479534289
276,-0.021670999829585574,1.0054324525042793,-0.02111729987108219,1.0052932851598133
277,-0.021621123560433244,1.005419915777536,-0.02106796022024893,1.005280885031372
278,-0.021571507420199795,1.005407444590999,-0.02101888407733402,1.0052685512799377
279,-0.021522149296926356,1.005395038411395,-0.020970074061859398,1.0052562845613944
280,-0.021473047101722344,1.0053826967112873,-0.020926378064145525,1.0052453032022965
281,-0.021424198768453737,1.005370418968998,-0.020878058361019237,1.0052331599869864
282,-0.021375602253434912,1.0053582046685285,-0.02082999036624432,1.0052210801739976
283,-0.021327255535125104,1.0053460532994831,-0.02078218184436928,1.0052090657122967
284,-0.021279156613831184,1.0053339643569938,-0.020739436761525638,1.005198323833495
285,-0.02123130351141333,1.005321937341645,-0.02069210203616714,1.0051864287072292
286,-0.021183694270996704,1.0053099717594014,-0.020645014083171653,1.0051745957340514
287,-0.021136326956687428,1.0052980671215352,-0.020598171854527454,1.0051628246484143
288,-0.02108919965329242,1.0052862229445556,-0.020556342850273412,1.0051523134633564
289,-0.021042310466043972,1.0052744387501382,-0.020509965532338918,1.0051406594638133
290,-0.02099565752032937,1.0052627140650574,-0.0204638271701331,1.005129065644725
291,-0.020949238961423363,1.0052510484211181,-0.02041792428454299,1.0051175311297826
292,-0.02090305295422601,1.0052394413550894,-0.020372259858057188,1.005106056666377
293,-0.020857097683003804,1.0052278924086386,-0.020331529358650666,1.0050958221005735
294,-0.02081137135113557,1.0052164011282676,-0.02028630757151709,1.0050844591074763
295,-0.020765872180861643,1.0052049670652485,-0.020241316112840583,1.0050731541170779
296,-0.020720598413037253,1.0051935897755615,-0.02019655250573225,1.005061906505067
297,-0.020675548306889453,1.0051822688198333,-0.02015667214179055,1.005051885996366
298,-0.020630720139778715,1.0051710037632766,-0.020112342220818973,1.005040747590417
299,-0.020586112206962517,1.00515979417563,-0.020068234279746834,1.005029665082003
300,-0.020541722821364253,1.0051486396311002,-0.02002434438874907,1.0050186374818906
301,-0.02049755031334463,1.005137539708303,-0.019980678177586975,1.0050076662027634
302,-0.02045359303047719,1.0051264939902071,-0.01994182043425543,1.0049979031676999
303,-0.020409849337326553,1.005115502064078,-0.019898565972235095,1.0049870355655508
304,-0.020366317615230917,1.0051045635214224,-0.01985552656229134,1.0049762221114735
305,-0.020322996262086876,1.005093677957934,-0.019812700573808885,1.0049654623940447
306,-0.020279883692138605,1.00508284497344,-0.019774633562730584,1.0049558984317062
307,-0.020236978335769255,1.0050720641718482,-0.019732211111363654,1.0049452403150423
308,-0.02019427863929598,1.0050613351610955,-0.019689995724582087,1.004934634333006
309,-0.02015178306476808,1.0050506575530962,-0.019647982868548065,1.0049240793449077
310,-0.02010949008976789,1.0050400309636915,-0.0196061813628125,1.0049135775648648
311,-0.020067398207215,1.0050294550126007,-0.01956906724217759,1.0049042534871855
312,-0.020025505925173322,1.0050189293233716,-0.019527648368344058,1.0048938480404357
313,-0.01998381176666051,1.0050084535233323,-0.019486429876784776,1.0048834930416397
314,-0.01994231426946136,1.0049980272435441,-0.01944541160959559,1.0048731884495714
315,-0.019901011985942574,1.004987650118755,-0.019409036610410317,1.0048640504257682
316,-0.019859903482871727,1.0049773217873523,-0.01936839310850766,1.0048538401791545
317,-0.019818987341237482,1.00496704189132,-0.019327943540969988,1.0048436787547141
318,-0.019778262156073586,1.0049568100761903,-0.019287686962599613,1.004833565913527
319,-0.01973772653628501,1.0049466259910034,-0.01924762743176739,1.0048235026736143
320,-0.019697379104476588,1.0049364892882615,-0.019212138297398904,1.004814587634087
321,-0.01965721849678429,1.0049263996238869,-0.019172436635295928,1.0048046144812723
322,-0.019617243362708862,1.0049163566571804,-0.01913291829768885,1.0047946874783138
323,-0.019577452364952223,1.004906360050779,-0.019093592138041564,1.0047848088478017
324,-0.01953784417925558,1.0048964094706154,-0.019058795544652767,1.004776068113711
325,-0.019498417494240836,1.004886504585878,-0.019019816605867275,1.0047662768852046
326,-0.01945917101125331,1.0048766450689703,-0.01898101906531117,1.0047565313173734
327,-0.019420103444207557,1.0048668305954729,-0.018942405464222684,1.0047468320472162
328,-0.019381213519434805,1.0048570608441039,-0.018908279323706312,1.004738260050889
329,-0.019342499975533108,1.0048473354966818,-0.018870004858913162,1.0047286461420948
330,-0.019303961563219306,1.0048376542380875,-0.018831906078090557,1.00471907645355
331,-0.019265597045183068,1.0048280167562273,-0.018793985067876003,1.0047095515081095
332,-0.019227405195943528,1.0048184227419972,-0.018756241310390075,1.0047000711744234
333,-0.019189384801707142,1.004808871889246,-0.01872291923559655,1.004691701536556
334,-0.019151534660228526,1.004799363894741,-0.018685500754559853,1.0046823030711702
335,-0.0191138535806724,1.0047898984581323,-0.01864825220810773,1.004672947375872
336,-0.01907634038347842,1.0047804752819192,-0.018611177524742735,1.0046636354361744
337,-0.01903899390022659,1.0047710940714156,-0.018578483546028327,1.0046554238568552
338,-0.01900181297350637,1.0047617545347176,-0.01854172502635307,1.0046461914877352
339,-0.01896479645678562,1.0047524563826689,-0.01850513176907533,1.0046370007106356
340,-0.018927943214283503,1.0047431993288307,-0.0184687078419456,1.0046278525460608
341,-0.018891252120843204,1.0047339830894475,-0.01843244499274148,1.0046187449202637
342,-0.018854722061807785,1.004724807383417,-0.01840050650862307,1.0046107234523305
343,-0.018818351932897107,1.004715671932258,-0.01836454926295892,1.0046016927342754
344,-0.018782140640086997,1.004706576460081,-0.018328757985454375,1.0045927037799998
345,-0.018746087099489352,1.004697520693557,-0.018293123763842383,1.004583754350104
346,-0.01871019023723476,1.0046885043618874,-0.018261774058388747,1.0045758810297567
347,-0.01867444898935599,1.0046795271967754,-0.01822643647213494,1.0045670062472474
348,-0.01863886230167363,1.004670588932397,-0.01819125959366423,1.0045581719032193
349,-0.01860342912968315,1.0046616893053721,-0.018156236785555942,1.004549376329703
350,-0.018568148438443437,1.0046528280547358,-0.01812136618853975,1.0045406190587534
351,-0.018533019202466815,1.0046440049219119,-0.018090724391866927,1.004532923855878
352,-0.01849804040561088,1.004635219650684,-0.018056146255093445,1.0045242401742027
353,-0.01846321104097131,1.0046264719871696,-0.01802171783854877,1.0045155941666688
